Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
9/26/2014 9:24:41,,,2,2,,,,Found it on the D-Lab website,1.0,,,,ARE ,,,"PhD student, pre-dissertation",,,,2,,,,,Female/Woman,White,1.0,1.0,,
9/26/2014 9:22:31,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,ARE PhD,,,"PhD student, pre-dissertation","Spatial Data- QGIS, etc and open source mapping software would be great. ",,,7,,,,,Female/Woman,n/a,3.0,1.0,,
9/26/2014 9:16:27,,,7,7,,,,Found it on the D-Lab website,7.0,,,,psychology,,,Undergraduate student,,,,6,,,,,Male/Man,International,1.0,1.0,,
9/26/2014 9:12:39,,,6,7,,,,Found it on the D-Lab website,6.0,,,,Education,,,"PhD student, pre-dissertation",,,,6,,,,,Male/Man,International,2.0,1.0,,
9/25/2014 18:31:41,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,ERG,,,"PhD student, dissertation stage",,,,5,,,,,Male/Man,"Latino/Chicano, Native American/Alaskan Native",2.0,1.0,,
9/25/2014 18:15:22,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,4.0,2.0,,
9/25/2014 16:01:02,,,7,7,,,,Found it on the D-Lab website,7.0,,,,History,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,1.0,1.0,,
9/25/2014 9:32:18,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,SPH,,,Masters student,I think I missed the intro to qual research. I would love the information on qual research and coding. Greatest technical challenge is knowing what software to use. ,,,6,,,,,Female/Woman,,4.0,1.0,,
9/25/2014 9:31:10,,,7,7,,,,Email from another mailing list,7.0,,,,ISF,,,Undergraduate student,,,,7,,,,,Male/Man,n/a,2.0,1.0,,
9/25/2014 9:30:56,,,5,4,,,,Heard about it from a friend/colleague,5.0,,,,ESPM ,,,Faculty,I would have liked to have a more basic intro. Have never used zotero before. Lost of great information. I look forward to the people.,,,5,,,,,Female/Woman,,4.0,4.0,Lack of prior exposure no experience with citation managers,
9/25/2014 9:29:53,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,Politcal Science,,,Visiting fellow or researcher,,,,6,,,,,Male/Man,n/a,1.0,1.0,,
9/25/2014 9:28:13,,,7,7,,,,D-Hummanities Group,7.0,,,,History,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,,5.0,5.0,,
9/25/2014 9:28:02,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,n/a,,,n/a,,,,6,,,,,n/a,n/a,2.0,2.0,,
9/25/2014 9:27:20,,,4,6,,,,Heard about it from a friend/colleague,7.0,,,,SPH,,,Masters student,Great training. I was just already familiar with the content so not much was new. I didn't know the advertisied curriculum. ,,,4,,,,,Female/Woman,,2.0,1.0,,
9/25/2014 9:24:51,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,ERG,,,"PhD student, pre-dissertation",Looking for heat transfer modeling/analysis software and training ,,,5,,,,,Female/Woman,,1.0,1.0,,
9/25/2014 9:23:30,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Geog & SPH,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,Native American/Alaskan Native,2.0,1.0,,
9/25/2014 9:22:56,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,n/a,1.0,1.0,,
9/25/2014 9:21:57,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,ESPM,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,I/N,,,,
9/25/2014 9:21:04,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,I/N,1.0,1.0,,
9/25/2014 9:20:56,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,"POME, Graduate School of Education ",,,"PhD student, pre-dissertation","Great class, maybe more activities where we could follow along. ",,,6,,,,,Female/Woman,n/a,4.0,1.0,,
9/25/2014 9:19:43,,,5,6,,,,Found it on the D-Lab website,7.0,,,,ESPM,,,Postdoctoral researcher,,,,6,,,,,Male/Man,Decline to state,1.0,1.0,None,
9/25/2014 9:18:31,,,6,5,,,,Email from the D-Lab mailing list,6.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,1.0,1.0,,
9/25/2014 9:18:15,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Sociology,,,"PhD student, pre-dissertation","need this but advanced-- ""how to sync across storage sites and citation programs""",,,7,,,,,Female/Woman,"African American/Black, White",1.0,1.0,,
9/25/2014 9:17:17,,,4,4,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,African American/Black,1.0,1.0,,
9/25/2014 9:16:03,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,CDL-UCOP,,,Administrative staff title,,,,7,,,,,Female/Woman,Decline to state,1.0,1.0,,
9/25/2014 9:14:34,,,7,6,,,,Email from another mailing list,6.0,,,,,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,Decline to state,5.0,5.0,,
9/23/2014 14:57:14,,,7,7,,,,Found it on the D-Lab website,6.0,,,,,,,Faculty,"Thanks, very helpful that you are here!",,,6,,,,,Male/Man,White,1.0,1.0,,
9/23/2014 14:49:45,,,5,6,,,,Email from the D-Lab mailing list,5.0,,,,,,,"PhD student, pre-dissertation",,,,6,,,,,,Decline to state,2.0,2.0,,
9/23/2014 14:48:37,,,7,7,,,,Found it on the D-Lab website,7.0,,,,History,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,1.0,1.0,,
9/23/2014 9:06:16,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Plant and Microbial Biolgy,,,Postdoctoral researcher,"training in soft skills such as mentoring, leadership, effective communication and team building",,,6,,,,,Female/Woman,African,4.0,2.0,,
9/22/2014 16:54:20,,,6,7,,,,Linked from another website,7.0,,,,,,,Faculty,"I really appreciated Dr Samuels attention to an often overlooked topic.  I gained some insights into how to present data.

But it would have been helpful to get some practical skills in a basic program such as excel with possibly some modifications from Adobe etc...",,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
9/22/2014 16:02:03,,,7,7,,,,Don't remember,6.0,,,,,,,Postdoctoral researcher,,,,4,,,,,Female/Woman,White,2.0,2.0,D-Lab students,
9/22/2014 15:49:39,,,5,5,,,,reccomendation from professor,6.0,,,,,,,Undergraduate student,,,,5,,,,,Male/Man,n/a,1.0,1.0,,
9/22/2014 15:48:16,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,City Planning,,,Masters student,,,,7,,,,,Male/Man,n/a,1.0,1.0,,
9/22/2014 15:46:56,,,5,7,,,,Email from the D-Lab mailing list,7.0,,,,CMSTS/ History of Science and Technology,,,Visiting fellow or researcher,,,,5,,,,,Male/Man,n/a,1.0,1.0,,
9/22/2014 15:45:08,,,5,7,,,,Email from another mailing list,7.0,,,,Bio Stats/ School of Public Health,,,Masters student,"Would like to see more innovative data visualization techniques (for example, what can be accomplished with UCLA health policy brief)",,,5,,,,,Female/Woman,n/a,2.0,1.0,n/a,
9/22/2014 15:42:41,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,EED,,,Undergraduate student,It is very good. I can learn new stuff that I did not learn before or I didn't pay attention to. ,,,7,,,,,Female/Woman,White,3.0,1.0,,
9/22/2014 14:48:49,,,5,5,,,,Heard about it from a friend/colleague,7.0,,,,ISF/Legal Studies,,,Undergraduate student,"I feel the latter part of the slides are more relevant to what I want to learn. The first part of the class is interesting, but has less application for me at the moment. ",,,4,,,,,Female/Woman,Asian American,3.0,3.0,Learning materials,
9/22/2014 14:40:40,,,4,5,,,,Email from the D-Lab mailing list,5.0,,,,,,,Masters student,,,,5,,,,,Female/Woman,South Asian,4.0,2.0,Instructors,
9/22/2014 10:04:52,,,6,7,,,,Email from another mailing list,6.0,,,,Lawrence Hall of Science,,,Administrative staff title,,,,7,,,,,Female/Woman,Latino/Chicano,5.0,2.0,D-Lab students,
9/22/2014 8:49:51,,,3,7,,,,Email from the D-Lab mailing list,6.0,,,,,,,Academic staff title,"I was very interested in this event because of some of what I do here at UCB. Terry is a great presenter, but the ""advertised content"" really didn't start until the event was more than half over. I think much of what was covered in the first part is already known by most of the folks who attended.  If in the future some of this content was left out, then maybe the problem of going overtime would go away. I think this would be a great pgm for a future CTL dialog (http://teaching.berkeley.edu/dialogues-colloquium-series-teaching) but the folks who attend those would be extremely well-versed in everything covered in the first part of Terry's gig. 
Thank you for putting this event on!",,,5,,,,,Male/Man,White,1.0,1.0,,
9/19/2014 13:41:57,,,6,7,,,,Email from another mailing list,7.0,,,,ChemBio,,,Administrative staff title,"This form does not seem to fit with the class today.  Also, the check all that apply only let me select one option in the previous question.  
Instructor: Terry
Class: Inclusive STEM classroom techniques",,,6,,,,,Female/Woman,Hawaiian/Pacific Islander,5.0,2.0,Instructors,
9/16/2014 11:28:47,,,5,6,,,,Email from another mailing list,6.0,,,,Public Health,,,Masters student,,,,6,,,,,Male/Man,African American/Black,5.0,2.0,,
9/15/2014 19:48:21,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Stanford University ,,,,"Dr Piazza is an excellent teacher with a great perspective on sampling.  I would love to complete the ""series"" this year: with a workshop on multi-stage cluster sampling as well as on analyzing weighted data.  ",,,7,,,,,Female/Woman,Asian American,2.0,1.0,,
9/15/2014 19:35:08,,,6,5,,,,Found it on the D-Lab website,7.0,,,,,,,Faculty,,,,7,,,,,,Decline to state,,,,
9/15/2014 16:16:42,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Pol. Sci. ,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,African American/Black,2.0,2.0,"Issue is more prior exposure. Some class (STATA R) are more helpful if you have a solid statistics backround, which I had years ago. ",
9/15/2014 16:14:22,,,7,7,,,,Found it on the D-Lab website,7.0,,,,School of Law,,,Masters student,R Boot Camp,,,7,,,,,Female/Woman,Latino/Chicano,3.0,1.0,,
9/15/2014 16:11:38,,,5,3,,,,,5.0,,,,,,,,,,,3,,,,,,Decline to state,1.0,1.0,,
9/15/2014 16:08:13,,,7,7,,,,Email from another mailing list,7.0,,,,n/a,,,,,,,6,,,,,,Decline to state,1.0,1.0,,
9/15/2014 16:02:35,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,n/a,,,,"More flexibility on training dates, or repeating trainings, would be helpful. ",,,7,,,,,,Decline to state,1.0,1.0,,
9/15/2014 14:59:00,,,4,5,,,,Email from the D-Lab mailing list,6.0,,,,,,,"PhD student, dissertation stage",The impression I had was affected by the instructor thinking the session was 1.5 hours when in fact it was just a hour.  So she didn't actually have time to cover a substantial amount of her material.,,,4,,,,,Female/Woman,White,2.0,1.0,,
9/15/2014 14:17:32,,,7,7,,,,Found it on the D-Lab website,7.0,,,,D-Lab,,,Academic staff title,The training needed more time. We didn't get a chance to have a discussion.,,,7,,,,,Female/Woman,White,3.0,1.0,,
9/11/2014 11:28:31,,,7,7,,,,Prof./ my boss,7.0,,,,,,,,course in stats or stats in psychology ,,,7,,,,,,White,1.0,1.0,,
9/11/2014 11:26:51,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Anthropology,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,1.0,1.0,,
9/2/2014 17:26:12,,,7,7,,,,Found it on the D-Lab website,7.0,,,,UCSF/SOM/Obgyn,,,Academic staff title,I really appreciated this training - I had not used Atlas previously and I feel that it was enough information to provide me with a jump start on getting my analysis going as well as providing some analytic tools that I may not have found before on my own.  I registered for a webinar with Atlas.ti and found that it was not nearly as helpful as this intensive introduction.  Thank you so much! I am very interested in learning more about the qualitative working group & am happy to have such a great resource available. ,,,7,,,,,Female/Woman,White,1.0,1.0,,
8/29/2014 13:19:38,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,School of Public Health,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,,,,
8/29/2014 7:50:59,,,6,6,,,,Found it on the D-Lab website,7.0,,,,Political Science,,,"PhD student, pre-dissertation","I couln't get back to the course after the break, so my evaluation is not about the whole time.",,,5,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
8/27/2014 9:33:04,,,7,7,,,,Found it on the D-Lab website,7.0,,,,GSE,,,"PhD student, pre-dissertation","More regular methods workshops such as: causal inference (you can break it down into several workshops to cover different methods), using R, using referencing software (Zotero, Mendeley, EndNote), qualitative data analysis (break it down into several workshops to cover different methods), quantitative data analysis (break it down into several workshops to cover different methods and different computer packages used)",,,7,,,,,Female/Woman,asian international student,2.0,1.0,language,
8/26/2014 20:36:37,,,6,4,,,,Email from another mailing list,6.0,,,,Medical Anthropology,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,African American/Black,2.0,2.0,D-Lab students,
8/26/2014 20:07:07,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,Visiting fellow or researcher,I would like to take some network and QCA analysis at the lab.,,,6,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
8/26/2014 18:05:12,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Masters student,,,,7,,,,,Female/Woman,"Native American/Alaskan Native, White",3.0,1.0,,
8/26/2014 15:43:37,,,7,7,,,,Found it on the D-Lab website,7.0,,,,DrPH - Doctor of Public Health,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,White,1.0,1.0,,
8/25/2014 22:21:15,,,7,7,,,,Found it on the D-Lab website,7.0,,,,DrPH - Doctor of Public Health,,,"PhD student, pre-dissertation","More training opportunities. If I miss the R Workshop, for example, I have to wait a few more months to get another shot at it. Also, it would be good to have higher level, modular trainings as well. ""Multiple Regression in Stata"" or ""Mining Twitter with R"", for example",,,7,,,,,Male/Man,White,1.0,1.0,,
8/25/2014 18:14:44,,,6,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,Faculty,,,,6,,,,,Female/Woman,White,2.0,1.0,,
8/25/2014 16:30:17,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,Visiting fellow or researcher,"I'm working with documents, official administrative data and interviews. I would like to take a network analysis course.",,,6,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
8/25/2014 15:22:25,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,M.Eng Mechanical Engineering,,,Masters student,,,,6,,,,,Male/Man,White,1.0,1.0,,
8/25/2014 14:59:36,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Sociology,,,"PhD student, pre-dissertation","Data for event history analysis
Survey design
Non-beginner courses in R
",,,6,,,,,Male/Man,White,4.0,1.0,,
8/25/2014 14:50:28,,,7,7,,,,Found it on the D-Lab website,6.0,,,,Public Policy,,,Masters student,,,,5,,,,,Female/Woman,White,3.0,1.0,,
8/25/2014 14:46:45,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Masters student,,,,6,,,,,Female/Woman,White,3.0,2.0,,
8/25/2014 14:45:58,,,5,5,,,,Found it on the D-Lab website,7.0,,,,Center for Effective Global Action (CEGA),,,Academic staff title,"Zawadi is a gift, hence her name :)",,,5,,,,,Male/Man,White,1.0,1.0,,
8/25/2014 11:47:27,,,6,6,,,,Found it on the D-Lab website,7.0,,,,Public Policy,,,Masters student,,,,6,,,,,Male/Man,White,2.0,1.0,,
8/23/2014 14:37:04,,,7,7,,,,Found it on the D-Lab website,5.0,,,,School of Public Health,,,Masters student,,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
8/21/2014 22:47:36,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Economics,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,White,2.0,1.0,,
8/21/2014 11:57:05,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Social Welfare,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,Decline to state,1.0,1.0,,
8/21/2014 10:43:58,,,7,7,,,,Found it on the D-Lab website,,,,,,,,,,,,7,,,,,,Human being,3.0,1.0,,
8/21/2014 9:29:05,,,5,4,,,,Heard about it from a friend/colleague,7.0,,,,,,,Academic staff title,"Pat said that the Stata course would assume zero background in statistics, which was kind of absurd. The entire course is built around understanding statistical modeling. I could use a refresher on those things and therefore was totally lost when he was saying things like, ""well you all know what regressions are and if you don't, don't worry about it."" I don't think the course can assume zero statistical knowledge, but you should provide background materials for those that might not have the same background in statistics.",,,5,,,,,Male/Man,White,2.0,3.0,Learning materials,
8/21/2014 8:48:23,,,6,6,,,,Email from another mailing list,6.0,,,,History,,,"PhD student, dissertation stage",The instruction is getting better day by day.  It would be helpful to have more walk-throughs after the class has had time to work through challenges on their own.   ,,,5,,,,,Male/Man,White,1.0,1.0,,
8/20/2014 21:55:55,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,Visiting fellow or researcher,I would like to take some course about network analysis and QCA.,,,6,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
8/20/2014 19:47:24,,,3,3,,,,Email from another mailing list,4.0,,,,public health,,,Masters student,"More programming classes!

This class moved too quickly, though, and I was lost halfway through. In a computer programming class, there was no way to catch up. Perhaps you can offer two versions of the class in the future: one for people familiar with computers and programming, and one for people who are not so comfortable with these things?",,,2,,,,,Female/Woman,White,1.0,1.0,,
8/20/2014 16:00:57,,,2,7,,,,Found it on the D-Lab website,2.0,,,,,,,Masters student,"Da  is a great instructor and very knowledgeable, but I felt the virtual environment was distracting because of the setup time.  I also felt that the ""coding challenges"" were not a good use of classroom time.  One of the reasons that I took the class was to learn in a community setting; I could have been at home by myself doing the challenges.

I understand that Dav wanted us to learn in a ""professional"" environment using an IDE and version control, but I felt that could have been addressed in another class.  I do feel that for an introductory class, a good lecturer and a workng Terminal window go a LNG way.  I've been looking forward to this class, but now am very frustrated.  ",,,3,,,,,Female/Woman,"Asian American, White",4.0,1.0,,
8/20/2014 13:43:04,,,7,7,,,,Email from another mailing list,5.0,,,,anthropology,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,White,3.0,1.0,,
8/20/2014 12:59:01,,,7,7,,,,Email from another mailing list,7.0,,,,Political Science,,,"PhD student, dissertation stage","Would love to have a course on machine learning, maybe a bootcamp?",,,7,,,,,Female/Woman,Latino/Chicano,1.0,1.0,,
8/19/2014 23:15:17,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,Faculty,More R bootcamp trainings please! They fill up so fast!,,,7,,,,,Female/Woman,Arab,4.0,1.0,,
8/19/2014 16:26:56,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Economics ,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,White,2.0,1.0,,
8/19/2014 14:45:31,,,4,3,,,,Email from another mailing list,6.0,,,,History,,,"PhD student, dissertation stage","I understand that teaching programming is going to be a difficult proposition no matter how one goes about it.  I also understand the utility of using BCE.  The constant functionality issues associated with BCE, however, really slowed the workshop down.  It might make sense to have people come in 30 minutes prior to the course to resolve download and install issues so that the course itself can focus on programming.  ",,,4,,,,,Male/Man,White,1.0,1.0,,
